drugId,yearApproval,brandDrugName,originalDrugName,drugName,targetIds,interactorIds,targetType,sponsor,properties,therapeuticArea,indication,diseaseName,diseaseIds,relatedIds,diseaseType,diseaseClass,reviewType,hasAnyGE,hasInteractorDiseasesGE,hasTargetRelatedGE,hasInteractorRelatedGE,hasTargetDiseaseGE
CHEMBL3286830,2018,Lorbrena,Lorlatinib,LORLATINIB,"ENSG00000171094,ENSG00000143924","ENSG00000165731,ENSG00000171094,ENSG00000096384,ENSG00000107882,ENSG00000127329,ENSG00000149177",Original,Pfizer,ALK and ROS1 inhibitor,Oncology,ALK-positive NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3544921,2017,Brineura,Cerliponase alfa,CERLIPONASEALFA,ENSG00000166340,NA,Original,BioMarin Pharmaceutical,Tripeptidyl peptidase,Other indication,Tripeptidyl peptidase 1 deficiency (neuronal ceroid lipofuscinosis type 2*),neuronal ceroid lipofuscinosis 2,MONDO_0008769,NA,Original,Serious,"P,O,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3301624,2020,Imcivree,Setmelanotide,SETMELANOTIDE,ENSG00000166603,NA,Original,Rhythm,Melanocortin receptor 4 agonist,Other indication,Rare genetic diseases of obesity,Bardet-Biedl syndrome,MONDO_0015229,NA,Original,Serious,"P,O,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3301589,2019,Padcev,Enfortumab vedotin,ENFORTUMABVEDOTIN,"ENSG00000143217,ENSG00000101162,ENSG00000167552,ENSG00000261456,ENSG00000127824,ENSG00000123416,ENSG00000258947,ENSG00000198033,ENSG00000188229,ENSG00000152086,ENSG00000137267,ENSG00000104833,ENSG00000167553,ENSG00000137285,ENSG00000196230,ENSG00000176014","ENSG00000065361,ENSG00000080824,ENSG00000083799,ENSG00000091831,ENSG00000126934,ENSG00000130779,ENSG00000133124,ENSG00000136997,ENSG00000146648,ENSG00000177606,ENSG00000179218,ENSG00000204843",Interactor,Astellas,Nectin-4-directed ADC,Oncology,Urothelial cancers,urothelial neoplasm,MONDO_0024337,NA,Original,Serious,"P,B,A",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4297756,2018,Ajovy,Fremanezumab,FREMANEZUMAB,"ENSG00000110680,ENSG00000175868","ENSG00000157087,ENSG00000110680",Original,Teva,CGRP antibody,Other indication,Migraine,migraine disorder,MONDO_0005277,NA,Original,Not serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4298185,2021,Skytrofa,Lonapegsomatropin,Lonapegsomatropin,ENSG00000112964,ENSG00000112964,Original,Ascendis Pharma,PEGylated human growth hormone,Other indication,Growth failure due to GHD,Growth delay,HP_0001510,EFO_0004339,Original,Not serious,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297588,2021,Bylvay,Odevixibat,Odevixibat,ENSG00000125255,NA,Original,Albireo,IBAT inhibitor,Other indication,Pruritus in PFIC,familial intrahepatic cholestasis,MONDO_0017290,EFO_0005653,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297340,2019,Gallium dotatoc Ga-68,Gallium dotatoc Ga-68,GALLIUMDOTATOCGA-68,ENSG00000180616,ENSG00000145675,Interactor,UIHC PET Imaging Center,Radioactive diagnostic,Other indication,Localization of somatostatin receptor-positive neuroendocrine tumours,neuroendocrine neoplasm,EFO_1001901,NA,Original,Serious,"S,O",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL1743078,2022,Tzield,Teplizumab,Teplizumab,ENSG00000198851,ENSG00000165025,Interactor,Provention Bio,CD3-targeted antibody,Other indication,Delay onset of type 1 diabetes,type 1 diabetes mellitus,MONDO_0005147,NA,Original,Not concordant,"P,B",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4208229,2021,Scemblix,Asciminib,Asciminib,ENSG00000097007,"ENSG00000122025,ENSG00000149311,ENSG00000157404",Original,Novartis,ABL/BCR-ABL1  kinase inhibitor,Oncology,Ph+ CML,Blast Phase Chronic Myelogenous Leukemia; BCR-ABL1 Positive,EFO_1000131,EFO_0000339,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707247,2020,Zeposia,Ozanimod,OZANIMOD,ENSG00000170989,ENSG00000110848,Interactor,Celgene/Bristol Myers Squibb,S1P receptor modulator,Other indication,Multiple sclerosis,multiple sclerosis,MONDO_0005301,NA,Original,Serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL1852688,2021,Truseltiq,Infigratinib,Infigratinib,"ENSG00000160867,ENSG00000068078,ENSG00000066468,ENSG00000077782","ENSG00000066468,ENSG00000002834,ENSG00000039068,ENSG00000065361,ENSG00000068078,ENSG00000077782,ENSG00000096384,ENSG00000099956,ENSG00000102145,ENSG00000106462,ENSG00000107485,ENSG00000123388,ENSG00000124181,ENSG00000124762,ENSG00000127914,ENSG00000136997,ENSG00000139219,ENSG00000145675,ENSG00000147548,ENSG00000160867,ENSG00000165731,ENSG00000168036,ENSG00000168769,ENSG00000177606,ENSG00000178104,ENSG00000179094,ENSG00000179295,ENSG00000179348,ENSG00000184937,ENSG00000197157",Original,BridgeBio,FGFR2 kinase inhibitor,Oncology,FGFR2-mutated bile duct cancer,bile duct cancer,MONDO_0003059,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3889654,2018,Vitrakvi,Larotrectinib,LAROTRECTINIB,"ENSG00000148053,ENSG00000198400,ENSG00000140538","ENSG00000081237,ENSG00000096384,ENSG00000105976,ENSG00000124181,ENSG00000127329,ENSG00000135333,ENSG00000140538,ENSG00000145675,ENSG00000146648,ENSG00000162733,ENSG00000198400,ENSG00000206503,ENSG00000149177,ENSG00000006125,ENSG00000127022,ENSG00000134259,ENSG00000160691,ENSG00000206052",Original,Loxo Oncology/Bayer,"TRKA, TRKB and TRKC inhibitor",Oncology,NTRK-positive solid cancers,salivary gland cancer; soft tissue sarcoma; thyroid cancer,"MONDO_0004669,EFO_1001968,MONDO_0002108",NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297841,2021,Tivdak,Tisotumab vedotin,Tisotumabvedotin,"ENSG00000117525,ENSG00000167552,ENSG00000258947,ENSG00000137267,ENSG00000188229,ENSG00000176014,ENSG00000261456,ENSG00000123416,ENSG00000198033,ENSG00000196230,ENSG00000167553,ENSG00000152086,ENSG00000104833,ENSG00000137285,ENSG00000101162,ENSG00000127824","ENSG00000065361,ENSG00000080824,ENSG00000083799,ENSG00000091831,ENSG00000126934,ENSG00000130779,ENSG00000133124,ENSG00000136997,ENSG00000146648,ENSG00000177606,ENSG00000179218,ENSG00000204843",Interactor,Seagen/Genmab,Tissue-factor-directed ADC,Oncology,Cervical cancer,cervical cancer,MONDO_0002974,NA,Original,Serious,"P,A",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL207538,2019,Zulresso,Brexanolone,BREXANOLONE,"ENSG00000094755,ENSG00000109158,ENSG00000186297,ENSG00000022355,ENSG00000145864,ENSG00000166206,ENSG00000182256,ENSG00000011677,ENSG00000268089,ENSG00000102287,ENSG00000113327,ENSG00000163285,ENSG00000151834,ENSG00000145863,ENSG00000163288,ENSG00000187730",NA,Original,Sage Therapeutics,GABAA-receptor-positive modulator,Other indication,Postpartum depression,postpartum depression,EFO_0007453,MONDO_0002050,Related,Not concordant,"P,B",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL4535757,2021,Lumakras,Sotorasib,Sotorasib,ENSG00000133703,"ENSG00000078061,ENSG00000133703,ENSG00000157764,ENSG00000067560,ENSG00000132155,ENSG00000142192,ENSG00000143398",Original,Amgen,KRAS-G12C inhibitor,Oncology,KRASG12C-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL441738,2019,Scenesse,Afamelanotide,AFAMELANOTIDE,ENSG00000258839,NA,Original,Clinuvel,Melanocortin 1 receptor agonist,Other indication,Erythropoietic protoporphyria,erythropoietic protoporphyria,MONDO_0001676,EFO_1000752,Related,Serious,"P,O,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL2103837,2019,Vyndaqel,Tafamidis,TAFAMIDIS,ENSG00000118271,"ENSG00000118271,ENSG00000119614,ENSG00000128272,ENSG00000132016,ENSG00000138207,ENSG00000139372,ENSG00000142192,ENSG00000166595,ENSG00000198959",Original,Pfizer/Foldrx,Transthyretin stabilizer,Other indication,Heart disease caused by ATTR-CM,cardiomyopathy,EFO_0000318,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2107857,2014,Myalept,Metreleptin,METRELEPTIN,ENSG00000116678,"ENSG00000116678,ENSG00000174697,ENSG00000179295",Original,Amylin,Leptin analogue,Other indication,Leptin deficiency in patients with congenital or acquired generalized lipodystrophy,congenital generalized lipodystrophy,EFO_1000681,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108429,2015,Nucala,Mepolizumab,MEPOLIZUMAB,ENSG00000113525,NA,Original,GlaxoSmithKline,IL-5 antagonist,Other indication,Serious asthma,Status Asthmaticus,EFO_0008590,"MONDO_0004979,MONDO_0004979",Related,Serious,"S,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL396778,2017,Xadago,Safinamide,SAFINAMIDE,ENSG00000069535,"ENSG00000102466,ENSG00000163050",Interactor,US WorldMeds,MAO-B inhibitor,Other indication,Parkinson disease,Parkinson disease,MONDO_0005180,NA,Original,Serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2108278,2016,Exondys 51,Eteplirsen,ETEPLIRSEN,ENSG00000198947,"ENSG00000101400,NA",Original,Sarepta Therapeutics,ASO designed to target dystrophin pre-mRNA,Other indication,Duchenne muscular dystrophy,Duchenne muscular dystrophy,MONDO_0010679,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2403108,2014,Zykadia,Ceritinib,CERITINIB,"ENSG00000171094,ENSG00000143924,ENSG00000181163","ENSG00000165731,ENSG00000171094,ENSG00000091831,ENSG00000096384,ENSG00000104408,ENSG00000107882,ENSG00000127329,ENSG00000135679,ENSG00000141510,ENSG00000147889,ENSG00000164362,ENSG00000181163,ENSG00000198900,ENSG00000071894,ENSG00000115163,ENSG00000254093,ENSG00000001626,ENSG00000087586,ENSG00000116030,ENSG00000116478,ENSG00000137203,ENSG00000141456,ENSG00000149177,ENSG00000178999",Original,Novartis,"Kinase inhibitor against ALK, IGF1R, insulin receptor and ROS1",Oncology,ALK-positive metastatic NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL1509,CHEMBL1230314",2021,Nextstellis,"Drospirenone, estetrol","Drospirenone,estetrol","ENSG00000151623,ENSG00000082175,ENSG00000091831,ENSG00000140009","ENSG00000091831,ENSG00000091831,ENSG00000104447,ENSG00000132153,ENSG00000135250,ENSG00000135486,ENSG00000138078,ENSG00000143575,ENSG00000155561,ENSG00000158406,ENSG00000162244,ENSG00000167216,ENSG00000171456,ENSG00000171490,ENSG00000197728",Original,Mayne Pharma,Spironolactone and oestrogen analogues,Other indication,To prevent pregnancy,reproductive behaviour measurement,EFO_0007862,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707382,2017,Mepsevii,Vestronidase alfa,VESTRONIDASEALFA,ENSG00000169919,ENSG00000169919,Original,Ultragenyx,Recombinant human lysosomal ‚âà√≠‚Äö√¢¬ß-glucuronidase,Other indication,Mucopolysaccharidosis VII,mucopolysaccharidosis type 7,MONDO_0009662,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1742996,2017,Siliq,Brodalumab,BRODALUMAB,ENSG00000177663,NA,Original,Valeant Pharmaceuticals,IL-17RA antagonist,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,EFO_0000676,Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3707267,2016,Axumin,Fluciclovine F-18,FLUCICLOVINEF-18,"ENSG00000155465,ENSG00000105281,ENSG00000165349",NA,Original,Blue Earth,Radioactive diagnostic,Other indication,Suspected prostate cancer recurrence,prostate cancer,MONDO_0008315,NA,Original,Serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL278623,2017,Macrilen,Macimorelin,MACIMORELIN,ENSG00000121853,"ENSG00000121853,ENSG00000116678",Original,Aeterna Zentaris,Growth hormone secretagogue receptor agonist,Other indication,Diagnosis of adult growth hormone deficiency,short stature due to GHSR deficiency,MONDO_0014403,NA,Original,Not serious,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1770248,2017,Steglatro,Ertugliflozin,ERTUGLIFLOZIN,ENSG00000140675,NA,Original,Merck & Co./Pfizer,SGLT2 inhibitor,Other indication,Type 2 diabetes mellitus,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Related,Not concordant,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL189963,2015,Ibrance,Palbociclib,PALBOCICLIB,"ENSG00000135446,ENSG00000110092,ENSG00000105810","ENSG00000110092,ENSG00000179750",Original,Pfizer,CDK4 and CDK6 inhibitor,Oncology,"ER-positive, HER2-negative advanced breast cancer",HER2 negative breast carcinoma,EFO_0009780,EFO_0000305,Original,Serious,"P,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4559134,2020,Retevmo,Selpercatinib,SELPERCATINIB,"ENSG00000108091,ENSG00000165731,ENSG00000170759","ENSG00000146648,ENSG00000165731,ENSG00000171094,ENSG00000105568,ENSG00000108091,ENSG00000109670,ENSG00000110395,ENSG00000124181,ENSG00000160867,ENSG00000164305,ENSG00000168610,ENSG00000170759,ENSG00000113575,ENSG00000101266,ENSG00000104695,ENSG00000137076,ENSG00000168002,ENSG00000170027,ENSG00000188191",Original,Eli Lilly/Loxo Oncology,RET kinase inhibitor,Oncology,RET fusion-positive NSCLC and thyroid cancer,non-small cell lung carcinoma; thyroid cancer,"EFO_0003060,MONDO_0002108",NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2364653,2021,Saphnelo,Anifrolumab,Anifrolumab,ENSG00000142166,"ENSG00000105397,ENSG00000115415",Interactor,AstraZeneca,IFNAR-targeted mAb,Other indication,SLE,systemic lupus erythematosus,MONDO_0007915,NA,Original,Serious,"S,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3301572,2016,Spinraza,Nusinersen,NUSINERSEN,ENSG00000205571,"ENSG00000107290,ENSG00000172062,ENSG00000205571,ENSG00000079805,ENSG00000169057,ENSG00000182004,ENSG00000187191,ENSG00000197386,ENSG00000204410",Original,Biogen/Ionis Pharmaceuticals,ASO designed to target SMN2 pre-mRNA,Other indication,Spinal muscular atrophy,spinal muscular atrophy,EFO_0008525,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1738797,2015,Alecensa,Alectinib,ALECTINIB,"ENSG00000171094,ENSG00000143924,ENSG00000165731","ENSG00000146648,ENSG00000165731,ENSG00000171094,ENSG00000096384,ENSG00000107882,ENSG00000110395,ENSG00000124181,ENSG00000127329,ENSG00000160867,ENSG00000164305,ENSG00000168610,ENSG00000137076,ENSG00000149177",Original,Roche,ALK inhibitor,Oncology,NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1614701,2020,Koselugo,Selumetinib,SELUMETINIB,"ENSG00000169032,ENSG00000126934",NA,Original,AstraZeneca,MEK1/2 kinase inhibitor,Other indication,Neurofibromatosis type 1,neurofibromatosis type 1,MONDO_0018975,EFO_0008514,Related,Serious,"P,O,B",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL4594320,2021,Nexviazyme,Avalglucosidase alfa,Avalglucosidasealfa,ENSG00000171298,NA,Original,Sanofi,Recombinant alpha-glucosidase,Other indication,Pompe disease,glycogen storage disease II,MONDO_0009290,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545110,2017,Kisqali,Ribociclib,RIBOCICLIB,"ENSG00000105810,ENSG00000135446","ENSG00000110092,ENSG00000179750",Interactor,Novartis,CDK4/6 inhibitor,Oncology,"HR-positive, HER2-negative breast cancer",HER2 negative breast carcinoma,EFO_0009780,EFO_0000305,Related,Serious,"P,B",TRUE,TRUE,TRUE,FALSE,FALSE
CHEMBL2111101,2016,Nuplazid,Pimavanserin,PIMAVANSERIN,ENSG00000102468,"ENSG00000102468,ENSG00000118432,ENSG00000147246,ENSG00000164082",Original,Acadia Pharmaceuticals,Atypical antipsychotic,Other indication,Hallucinations and delusions associated with Parkinson disease psychosis,Parkinson disease; psychosis,"MONDO_0005180,EFO_0005407",NA,Original,Serious,"P,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2070241,2019,Vyleesi,Bremelanotide,BREMELANOTIDE,ENSG00000166603,NA,Original,Amag,Melanocortin receptor agonist,Other indication,Hypoactive sexual desire disorder,sexual dysfunction,EFO_0004714,"EFO_0008343,EFO_0008343",Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL1173055,2016,Rubraca,Rucaparib,RUCAPARIB,"ENSG00000041880,ENSG00000129484,ENSG00000143799","ENSG00000141510,ENSG00000082805,ENSG00000091831,ENSG00000100030,ENSG00000148737,ENSG00000154767,ENSG00000156052,ENSG00000157554,ENSG00000164305,ENSG00000165392,ENSG00000168036,ENSG00000198900,ENSG00000245848,ENSG00000286522,ENSG00000004700,ENSG00000101412,ENSG00000148702,ENSG00000073050,ENSG00000092847,ENSG00000118518,ENSG00000131747,ENSG00000143799,ENSG00000147874,ENSG00000150991,ENSG00000166884,ENSG00000189403,ENSG00000196419,ENSG00000253729",Original,Clovis Oncology,PARP inhibitor,Oncology,BRCA-positive ovarian cancer,ovarian cancer,MONDO_0008170,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2103830,2018,Tavalisse,Fostamatinib,FOSTAMATINIB,ENSG00000165025,"ENSG00000012124,ENSG00000142192,ENSG00000162711",Interactor,Rigel Pharmaceuticals,SYK inhibitor,Other indication,Immune thrombocytopenic purpura,autoimmune thrombocytopenic purpura,EFO_0007160,NA,Original,Serious,"S,O",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3545367,2019,Dayvigo,Lemborexant,LEMBOREXANT,"ENSG00000121764,ENSG00000137252",NA,Original,Eisai,Orexin receptor antagonist,Other indication,Insomnia,insomnia,EFO_0004698,"EFO_0008568,EFO_0005271",Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL429910,2014,Farxiga,Dapagliflozin,DAPAGLIFLOZIN,ENSG00000140675,NA,Original,AstraZeneca,SGLT2 inhibitor,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Related,Not concordant,"S,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3936761,2019,Brukinsa,Zanubrutinib,ZANUBRUTINIB,ENSG00000010671,"ENSG00000010671,ENSG00000117560",Original,BeiGene,BTK inhibitor,Oncology,Mantle cell lymphoma,mantle cell lymphoma,EFO_1001469,NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707326,2018,Crysvita,Burosumab,BUROSUMAB,ENSG00000118972,NA,Original,Ultragenyx Pharmaceutical/Kyowa Hakko Kirin,FGF23 antibody,Other indication,X-linked hypophosphataemia,Hypophosphatemia,HP_0002148,NA,Original,Not serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545253,2020,Flortaucipir F-18,Flortaucipir F-18,FLORTAUCIPIRF-18,ENSG00000186868,"ENSG00000130203,ENSG00000142192,ENSG00000186868,ENSG00000136717",Original,Eli Lilly,Radioactive diagnostic,Other indication,"Imaging, tau in Alzheimer disease",Alzheimer disease,MONDO_0004975,NA,Original,Serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3099695,2020,Isturisa,Osilodrostat,OSILODROSTAT,ENSG00000160882,NA,Original,Recordati Rare Diseases,Cortisol synthesis inhibitor,Other indication,Cushing disease,Cushing syndrome,EFO_0003099,NA,Original,Not concordant,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1743041,2018,Poteligeo,Mogamulizumab,MOGAMULIZUMAB,ENSG00000183813,NA,Original,Kyowa Hakko Kirin,CCR4 antibody,Oncology,mycosis fungoides or Sezary syndrome,mycosis fungoides,EFO_1001051,MONDO_0015758,Related,Serious,"P,O,B",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3989958,2018,Tibsovo,Ivosidenib,IVOSIDENIB,ENSG00000138413,"ENSG00000138413,ENSG00000072062,ENSG00000163513,ENSG00000179218",Original,Agios Pharmaceuticals,IDH1 inhibitor,Oncology,"IDH1-mutated AML, Locally Advanced or Metastatic Cholangiocarcinoma (*)",acute myeloid leukemia; cholangiocarcinoma,"EFO_0000222,EFO_0005221",NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2105395,2013,Osphena,Ospemifene,OSPEMIFENE,"ENSG00000140009,ENSG00000091831",NA,Original,Shionogi,Oestrogen receptor modulator,Other indication,Moderate to Serious dyspareunia due to menopause,Dyspareunia,HP_0030016,NA,Original,Not serious,S,FALSE,FALSE,FALSE,FALSE,FALSE
CHEMBL571546,2020,Klisyri,Tirbanibulin,TIRBANIBULIN,ENSG00000197122,ENSG00000174775,Interactor,Athenex,Microtubule inhibitor,Other indication,Actinic keratosis,actinic keratosis,EFO_0002496,EFO_0003784,Related,Not serious,S,TRUE,TRUE,TRUE,FALSE,FALSE
"CHEMBL235668,CHEMBL1129",2015,Lonsurf,"Tipiracil, trifluridine","TIPIRACIL,TRIFLURIDINE","ENSG00000025708,ENSG00000176890",NA,Original,Taiho,Thymidine phosphorylase inhibitor plus a nucleoside metabolic inhibitor,Oncology,Colorectal cancer,colorectal cancer,EFO_0005842,NA,Original,Serious,"S,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3833384,2022,Rolvedon,Eflapegrastim,Eflapegrastim,ENSG00000119535,NA,Original,Spectrum,Leukocyte growth factor,Other indication,"Incidence of infection in non-myeloid malignancies, with myelosuppressive drugs",infection,EFO_0000544,Orphanet_169142,Related,Serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL1873475,2013,Imbruvica,Ibrutinib,IBRUTINIB,ENSG00000010671,"ENSG00000010671,ENSG00000117560",Original,Pharmacyclics,Bruton's tyrosine kinase inhibitor,Oncology,Mantle cell lymphoma,Mantle cell lymphoma,EFO_1001469,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3833319,2018,Yupelri,Revefenacin,REVEFENACIN,ENSG00000133019,NA,Original,Theravance Biopharma/Mylan,Long-acting muscarinic receptor antagonist,Other indication,COPD,chronic obstructive pulmonary disease,EFO_0000341,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2338675,2021,Nulibry,Fosdenopterin,Fosdenopterin,ENSG00000164172,ENSG00000164172,Original,BridgeBio,cPMP,Other indication,MoCD type A,sulfite oxidase deficiency due to molybdenum cofactor deficiency,MONDO_0020480,NA,Original,Serious,"P,O,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL514800,2014,Otezla,Apremilast,APREMILAST,"ENSG00000184588,ENSG00000065989,ENSG00000105650,ENSG00000113448",NA,Original,Celgene,Phosphodiesterase 4 inhibitor,Other indication,Psoriatic arthritis and plaque psoriasis,psoriatic arthritis; psoriasis vulgaris,"EFO_0003778,EFO_1001494",EFO_0000676,Related,Serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3137320,2018,Talzenna,Talazoparib,TALAZOPARIB,"ENSG00000143799,ENSG00000129484",ENSG00000091831,Interactor,Pfizer,PARP inhibitor,Oncology,BRCA-mutated HER2-negative breast cancer,HER2 negative breast carcinoma,EFO_0009780,EFO_0000305,Related,Serious,P,TRUE,TRUE,TRUE,FALSE,FALSE
CHEMBL2108311,2015,Strensiq,Asfotase alfa,ASFOTASEALFA,ENSG00000162551,NA,Original,Alexion,Alkaline phosphatase,Other indication,Hypophosphatasia,hypophosphatasia,MONDO_0018570,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707227,2016,Tecentriq,Atezolizumab,ATEZOLIZUMAB,ENSG00000120217,ENSG00000197646,Original,Genentech,PDL1 inhibitor,Oncology,Urothelial carcinoma,urothelial carcinoma,EFO_0008528,NA,Original,Serious,"P,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3039540,2021,Aduhelm,Aducanumab,Aducanumab,ENSG00000142192,"ENSG00000080815,ENSG00000130203,ENSG00000137642,ENSG00000137845,ENSG00000142192,ENSG00000143801,ENSG00000186868,ENSG00000070808,ENSG00000132535,ENSG00000007047,ENSG00000073060,ENSG00000120885,ENSG00000120899,ENSG00000121653,ENSG00000129219,ENSG00000131042,ENSG00000138613,ENSG00000163879,ENSG00000165916,ENSG00000168077",Original,Biogen/Eisai,Amyloid-beta-targeted mAb,Other indication,Alzheimers disease,Alzheimers disease,MONDO_0004975,NA,Original,Serious,"P,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3137309,2016,Venclexta,Venetoclax,VENETOCLAX,ENSG00000171791,"ENSG00000029363,ENSG00000087088,ENSG00000100030,ENSG00000141510,ENSG00000171791,ENSG00000198625,ENSG00000030110,ENSG00000141682,ENSG00000153094,ENSG00000123358",Original,AbbVie,BCL-2 inhibitor,Oncology,Chronic lymphocytic leukaemia,chronic lymphocytic leukemia,EFO_0000095,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3301581,2017,Tymlos,Abaloparatide,ABALOPARATIDE,ENSG00000160801,"ENSG00000087494,ENSG00000168036",Interactor,Radius Health,Parathyroid hormone-related protein,Other indication,Osteoporosis,osteoporosis,EFO_0003882,NA,Original,Not serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL1083659,2014,Belsomra,Suvorexant,SUVOREXANT,"ENSG00000137252,ENSG00000121764",NA,Original,Merck & Co.,Orexin-receptor antagonist,Other indication,Insomnia,insomnia,EFO_0004698,"EFO_0008568,EFO_0005271",Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3039502,2018,Copiktra,Duvelisib,DUVELISIB,"ENSG00000105851,ENSG00000171608","ENSG00000145675,ENSG00000166501,ENSG00000174775",Interactor,Verastem,PI3K inhibitor,Oncology,"CLL, FL and SLL",chronic lymphocytic leukemia; follicular lymphoma,"EFO_0000095,MONDO_0018906",EFO_0000183,Related,Serious,"P,O,A,F",TRUE,TRUE,TRUE,FALSE,FALSE
